supplier_id,timestamp,category,supplier_program,scope3_emissions,region,market_conditions,energy_mix,supplier_size,baseline_emissions,emission_factor,confidence_score
SUP-0703,2025-09-15,Cat6_Business_Travel,1,-59.0,EU,0.66,0.34,small,301.0,0.255,0.69
SUP-0704,2024-01-22,Cat1_Purchased_Goods,1,-97.8,APAC,0.5,0.42,large,1353.0,2.5,0.93
SUP-0705,2024-12-01,Cat4_Transport,1,-68.5,EMEA,0.69,0.54,medium,768.0,0.12,0.84
SUP-0706,2024-08-10,Cat4_Transport,1,-79.4,NA,0.49,0.47,medium,780.0,0.12,0.8
SUP-0707,2025-04-20,Cat6_Business_Travel,0,12.8,APAC,0.62,0.31,medium,758.0,0.255,0.81
SUP-0708,2025-07-22,Cat6_Business_Travel,0,-19.4,EMEA,0.75,0.3,medium,765.0,0.255,0.77
SUP-0709,2025-11-05,Cat11_Use_of_Products,1,-102.0,EU,0.61,0.56,medium,668.0,1.8,0.75
SUP-0710,2024-03-26,Cat1_Purchased_Goods,0,0.5,APAC,0.62,0.2,medium,799.0,2.5,0.84
SUP-0711,2025-04-25,Cat11_Use_of_Products,1,-37.6,EU,0.49,0.41,small,485.0,1.8,0.75
SUP-0712,2024-02-13,Cat4_Transport,0,-5.3,LATAM,0.95,0.05,small,342.0,0.12,0.84
SUP-0713,2024-08-22,Cat1_Purchased_Goods,0,13.7,APAC,0.84,0.18,medium,882.0,2.5,0.71
SUP-0714,2024-01-25,Cat11_Use_of_Products,0,10.5,NA,0.52,0.22,small,405.0,1.8,0.84
SUP-0715,2025-09-08,Cat1_Purchased_Goods,0,4.7,APAC,0.8,0.23,medium,886.0,2.5,0.79
SUP-0716,2025-01-25,Cat4_Transport,0,3.6,EMEA,0.52,0.22,small,501.0,0.12,0.85
SUP-0717,2025-05-05,Cat1_Purchased_Goods,0,4.7,EU,0.52,0.32,small,252.0,2.5,0.78
SUP-0718,2024-04-19,Cat1_Purchased_Goods,0,9.3,EU,0.33,0.4,medium,496.0,2.5,0.81
SUP-0719,2025-02-03,Cat4_Transport,1,-125.6,NA,0.79,0.38,large,1528.0,0.12,0.81
SUP-0720,2025-06-30,Cat4_Transport,1,-48.3,LATAM,0.55,0.13,medium,778.0,0.12,0.76
SUP-0721,2024-10-29,Cat6_Business_Travel,0,0.8,LATAM,0.87,0.22,medium,893.0,0.255,0.86
SUP-0722,2025-03-04,Cat4_Transport,0,0.9,EU,0.68,0.53,medium,572.0,0.12,0.77
SUP-0723,2024-05-21,Cat11_Use_of_Products,1,-35.5,APAC,0.59,0.19,medium,775.0,1.8,0.92
SUP-0724,2025-03-08,Cat11_Use_of_Products,0,18.6,EU,0.8,0.57,large,916.0,1.8,0.84
SUP-0725,2025-06-19,Cat4_Transport,0,-6.9,EU,0.59,0.4,medium,919.0,0.12,0.79
SUP-0726,2025-05-15,Cat11_Use_of_Products,0,-1.8,EU,0.69,0.23,small,609.0,1.8,0.77
SUP-0727,2024-03-01,Cat6_Business_Travel,1,-88.4,LATAM,0.49,0.19,large,1028.0,0.255,0.9
SUP-0728,2024-12-01,Cat6_Business_Travel,1,-44.3,NA,0.76,0.32,small,266.0,0.255,0.73
SUP-0729,2025-08-12,Cat1_Purchased_Goods,0,-4.5,NA,0.77,0.44,medium,724.0,2.5,0.85
SUP-0730,2024-01-21,Cat1_Purchased_Goods,1,-34.4,EU,0.94,0.35,small,227.0,2.5,0.81
SUP-0731,2025-04-10,Cat11_Use_of_Products,1,-112.0,NA,0.66,0.41,large,1179.0,1.8,0.91
SUP-0732,2024-09-19,Cat1_Purchased_Goods,1,-39.1,EMEA,0.87,0.39,small,335.0,2.5,0.73
SUP-0733,2024-02-01,Cat6_Business_Travel,0,15.6,EMEA,0.43,0.29,medium,675.0,0.255,0.85
SUP-0734,2024-11-19,Cat1_Purchased_Goods,1,-108.5,NA,0.56,0.61,large,788.0,2.5,0.96
SUP-0735,2025-09-28,Cat4_Transport,0,0.9,NA,0.64,0.56,small,314.0,0.12,0.74
SUP-0736,2024-09-21,Cat4_Transport,1,-79.9,APAC,0.73,0.2,large,730.0,0.12,0.81
SUP-0737,2024-08-08,Cat11_Use_of_Products,0,-9.7,EMEA,0.91,0.18,medium,608.0,1.8,0.81
SUP-0738,2024-08-15,Cat4_Transport,1,-97.6,APAC,0.86,0.37,large,954.0,0.12,0.86
SUP-0739,2024-09-30,Cat11_Use_of_Products,1,-50.4,EMEA,0.59,0.34,medium,507.0,1.8,0.83
SUP-0740,2025-09-03,Cat4_Transport,1,-142.5,EU,0.65,0.4,large,1088.0,0.12,0.82
SUP-0741,2024-05-17,Cat4_Transport,0,1.4,EMEA,0.61,0.29,medium,780.0,0.12,0.85
SUP-0742,2024-07-05,Cat4_Transport,0,-16.7,NA,0.47,0.18,small,486.0,0.12,0.76
SUP-0743,2024-06-23,Cat11_Use_of_Products,1,-26.6,EU,0.83,0.6,small,100.0,1.8,0.71
SUP-0744,2025-10-07,Cat1_Purchased_Goods,1,-29.1,EMEA,0.43,0.35,small,299.0,2.5,0.61
SUP-0745,2024-11-11,Cat1_Purchased_Goods,0,27.6,EU,0.5,0.3,medium,519.0,2.5,0.86
SUP-0746,2024-03-20,Cat4_Transport,1,-36.9,EU,0.69,0.31,small,375.0,0.12,0.82
SUP-0747,2024-09-22,Cat11_Use_of_Products,1,-74.6,LATAM,0.64,0.36,large,1048.0,1.8,0.86
SUP-0748,2024-09-24,Cat11_Use_of_Products,1,-104.6,APAC,0.5,0.13,large,1025.0,1.8,0.89
SUP-0749,2025-08-27,Cat1_Purchased_Goods,0,29.5,EU,0.78,0.3,medium,407.0,2.5,0.71
SUP-0750,2024-10-19,Cat1_Purchased_Goods,0,10.6,APAC,0.69,0.14,small,490.0,2.5,0.77
SUP-0751,2025-06-03,Cat1_Purchased_Goods,0,-10.5,LATAM,0.42,0.47,small,370.0,2.5,0.77
SUP-0752,2024-11-29,Cat11_Use_of_Products,0,7.3,APAC,0.67,0.11,small,248.0,1.8,0.8
SUP-0753,2025-09-28,Cat1_Purchased_Goods,0,10.0,NA,0.68,0.35,small,485.0,2.5,0.73
SUP-0754,2025-11-10,Cat1_Purchased_Goods,0,-1.3,APAC,0.2,0.19,small,688.0,2.5,0.65
SUP-0755,2024-12-08,Cat1_Purchased_Goods,0,7.0,APAC,0.37,0.44,small,498.0,2.5,0.76
SUP-0756,2025-05-06,Cat1_Purchased_Goods,0,12.2,EU,0.3,0.34,small,484.0,2.5,0.7
SUP-0757,2024-02-09,Cat4_Transport,0,13.1,APAC,0.55,0.41,medium,967.0,0.12,0.89
SUP-0758,2025-04-03,Cat4_Transport,0,-5.0,NA,0.66,0.33,medium,793.0,0.12,0.8
SUP-0759,2024-03-21,Cat1_Purchased_Goods,1,-91.1,EU,0.5,0.46,medium,890.0,2.5,0.89
SUP-0760,2025-08-14,Cat6_Business_Travel,1,-59.9,APAC,0.56,0.14,medium,915.0,0.255,0.67
SUP-0761,2025-12-19,Cat1_Purchased_Goods,1,-72.1,APAC,0.6,0.05,medium,514.0,2.5,0.69
SUP-0762,2025-04-16,Cat1_Purchased_Goods,1,-113.2,APAC,0.6,0.37,large,1167.0,2.5,0.82
SUP-0763,2024-01-19,Cat1_Purchased_Goods,0,-3.7,APAC,0.32,0.37,small,431.0,2.5,0.85
SUP-0764,2025-03-13,Cat4_Transport,0,7.8,EMEA,0.57,0.06,medium,484.0,0.12,0.75
SUP-0765,2024-11-03,Cat1_Purchased_Goods,0,13.8,EMEA,0.5,0.52,medium,679.0,2.5,0.83
SUP-0766,2025-03-29,Cat1_Purchased_Goods,0,8.6,EU,0.55,0.37,medium,659.0,2.5,0.78
SUP-0767,2025-04-19,Cat6_Business_Travel,0,-16.0,APAC,0.61,0.17,small,394.0,0.255,0.78
SUP-0768,2024-05-21,Cat6_Business_Travel,0,24.6,EMEA,0.65,0.28,small,288.0,0.255,0.84
SUP-0769,2025-02-22,Cat6_Business_Travel,0,7.2,LATAM,0.76,0.39,small,258.0,0.255,0.74
SUP-0770,2024-11-04,Cat1_Purchased_Goods,0,4.2,NA,0.34,0.36,medium,633.0,2.5,0.79
SUP-0771,2024-10-29,Cat1_Purchased_Goods,1,-62.2,NA,0.34,0.26,medium,600.0,2.5,0.76
SUP-0772,2025-05-03,Cat11_Use_of_Products,0,6.4,EU,0.43,0.3,small,386.0,1.8,0.63
SUP-0773,2025-04-08,Cat6_Business_Travel,1,-15.6,EMEA,0.56,0.41,small,296.0,0.255,0.8
SUP-0774,2024-06-18,Cat4_Transport,0,-1.8,EU,0.58,0.33,small,141.0,0.12,0.85
SUP-0775,2025-03-30,Cat4_Transport,0,19.7,APAC,0.7,0.38,small,566.0,0.12,0.75
SUP-0776,2024-07-03,Cat1_Purchased_Goods,0,16.1,EU,0.68,0.25,small,556.0,2.5,0.83
SUP-0777,2024-08-08,Cat1_Purchased_Goods,1,-133.9,EU,0.44,0.66,large,1157.0,2.5,0.89
SUP-0778,2025-07-28,Cat6_Business_Travel,0,10.6,NA,0.59,0.47,small,471.0,0.255,0.73
SUP-0779,2025-10-06,Cat1_Purchased_Goods,0,-8.5,NA,0.37,0.25,small,276.0,2.5,0.69
SUP-0780,2025-03-28,Cat1_Purchased_Goods,0,-3.1,NA,0.55,0.39,small,300.0,2.5,0.66
SUP-0781,2025-02-15,Cat11_Use_of_Products,0,9.8,EU,0.64,0.65,medium,757.0,1.8,0.7
SUP-0782,2025-01-21,Cat6_Business_Travel,1,-73.4,EU,0.61,0.73,medium,713.0,0.255,0.77
SUP-0783,2025-09-08,Cat11_Use_of_Products,0,24.1,NA,0.56,0.31,large,1094.0,1.8,0.82
SUP-0784,2025-07-17,Cat1_Purchased_Goods,0,4.9,LATAM,0.36,0.11,large,1031.0,2.5,0.8
SUP-0785,2025-09-10,Cat4_Transport,1,-76.4,APAC,0.55,0.35,large,1105.0,0.12,0.7
SUP-0786,2025-04-01,Cat4_Transport,1,-65.5,APAC,0.53,0.18,medium,739.0,0.12,0.82
SUP-0787,2024-06-10,Cat11_Use_of_Products,0,10.9,NA,0.68,0.34,medium,485.0,1.8,0.81
SUP-0788,2024-07-28,Cat1_Purchased_Goods,1,-82.1,LATAM,0.6,0.28,large,876.0,2.5,0.93
SUP-0789,2025-04-29,Cat11_Use_of_Products,1,-90.1,EMEA,0.56,0.46,large,1374.0,1.8,0.8
SUP-0790,2024-04-10,Cat1_Purchased_Goods,0,14.2,APAC,0.57,0.23,medium,610.0,2.5,0.95
SUP-0791,2024-04-11,Cat4_Transport,1,-25.4,EU,0.6,0.65,small,179.0,0.12,0.87
SUP-0792,2024-02-29,Cat6_Business_Travel,0,9.2,APAC,0.76,0.27,large,1273.0,0.255,0.98
SUP-0793,2025-10-25,Cat1_Purchased_Goods,0,5.2,NA,0.47,0.45,small,568.0,2.5,0.68
SUP-0794,2024-05-09,Cat4_Transport,0,2.3,EU,0.87,0.37,small,179.0,0.12,0.71
SUP-0795,2024-11-20,Cat4_Transport,1,-54.5,EU,0.51,0.36,small,402.0,0.12,0.71
SUP-0796,2025-02-12,Cat1_Purchased_Goods,1,-80.0,NA,0.71,0.41,medium,608.0,2.5,0.84
SUP-0797,2025-04-23,Cat4_Transport,1,-67.4,NA,0.5,0.49,medium,712.0,0.12,0.82
SUP-0798,2025-06-24,Cat4_Transport,1,-48.6,APAC,0.63,0.34,medium,639.0,0.12,0.81
SUP-0799,2024-06-28,Cat4_Transport,0,-22.7,NA,0.42,0.34,small,292.0,0.12,0.77
SUP-0800,2025-09-06,Cat11_Use_of_Products,0,-9.8,EMEA,0.53,0.3,medium,917.0,1.8,0.82
SUP-0801,2025-02-23,Cat1_Purchased_Goods,0,-4.1,NA,0.38,0.46,medium,507.0,2.5,0.79
SUP-0802,2024-07-21,Cat11_Use_of_Products,1,-48.0,NA,0.62,0.43,medium,601.0,1.8,0.91
SUP-0803,2024-09-01,Cat11_Use_of_Products,1,-78.1,EU,0.67,0.41,medium,603.0,1.8,0.85
SUP-0804,2024-09-10,Cat11_Use_of_Products,1,-11.3,NA,0.6,0.33,small,328.0,1.8,0.9
SUP-0805,2024-02-15,Cat6_Business_Travel,0,10.8,APAC,0.83,0.05,small,575.0,0.255,0.79
SUP-0806,2024-11-28,Cat11_Use_of_Products,0,-1.8,EU,0.63,0.5,small,224.0,1.8,0.68
SUP-0807,2025-01-10,Cat1_Purchased_Goods,0,4.9,APAC,0.56,0.19,medium,801.0,2.5,0.84
SUP-0808,2024-08-18,Cat1_Purchased_Goods,1,-64.3,APAC,0.7,0.14,medium,706.0,2.5,0.84
SUP-0809,2025-07-13,Cat4_Transport,0,9.9,APAC,0.64,0.25,medium,684.0,0.12,0.79
SUP-0810,2025-10-01,Cat4_Transport,1,-45.5,EU,0.79,0.57,medium,668.0,0.12,0.78
SUP-0811,2024-06-14,Cat4_Transport,1,-9.4,APAC,0.54,0.37,small,460.0,0.12,0.79
SUP-0812,2025-07-28,Cat6_Business_Travel,0,-4.8,EU,0.54,0.61,small,427.0,0.255,0.7
SUP-0813,2024-12-08,Cat6_Business_Travel,0,9.1,NA,0.36,0.42,large,993.0,0.255,0.82
SUP-0814,2024-10-19,Cat4_Transport,0,9.6,EMEA,0.43,0.28,small,305.0,0.12,0.78
SUP-0815,2025-08-23,Cat6_Business_Travel,1,-74.4,APAC,0.49,0.26,medium,720.0,0.255,0.79
SUP-0816,2025-06-15,Cat4_Transport,0,-3.5,EU,0.82,0.55,medium,550.0,0.12,0.85
SUP-0817,2024-01-12,Cat11_Use_of_Products,1,-56.5,APAC,0.65,0.4,medium,568.0,1.8,0.85
SUP-0818,2024-11-14,Cat11_Use_of_Products,0,22.7,APAC,0.73,0.19,small,408.0,1.8,0.7
SUP-0819,2025-06-15,Cat6_Business_Travel,0,10.2,EU,0.59,0.54,small,246.0,0.255,0.81
SUP-0820,2024-12-15,Cat1_Purchased_Goods,1,-104.2,EU,0.76,0.47,medium,693.0,2.5,0.75
SUP-0821,2024-09-19,Cat1_Purchased_Goods,1,-77.5,EU,0.66,0.26,small,425.0,2.5,0.82
SUP-0822,2024-09-02,Cat1_Purchased_Goods,1,-48.3,LATAM,0.47,0.24,medium,635.0,2.5,0.86
SUP-0823,2024-02-03,Cat1_Purchased_Goods,0,-6.5,EMEA,0.46,0.19,medium,714.0,2.5,0.93
SUP-0824,2025-09-02,Cat6_Business_Travel,1,-122.6,EMEA,0.23,0.15,large,1115.0,0.255,0.75
SUP-0825,2025-11-07,Cat11_Use_of_Products,1,-72.9,EU,0.63,0.67,medium,771.0,1.8,0.77
SUP-0826,2024-12-23,Cat6_Business_Travel,1,-53.0,APAC,0.54,0.28,medium,572.0,0.255,0.76
SUP-0827,2025-10-19,Cat11_Use_of_Products,0,9.1,EU,0.58,0.33,medium,998.0,1.8,0.83
SUP-0828,2024-06-10,Cat1_Purchased_Goods,0,2.7,APAC,0.66,0.16,large,995.0,2.5,0.95
SUP-0829,2024-09-03,Cat1_Purchased_Goods,1,-73.5,APAC,0.62,0.2,large,960.0,2.5,0.85
SUP-0830,2025-07-20,Cat4_Transport,1,-110.9,EMEA,0.64,0.4,large,1212.0,0.12,0.91
SUP-0831,2025-12-21,Cat4_Transport,0,-7.8,EU,0.73,0.36,medium,814.0,0.12,0.78
SUP-0832,2024-10-11,Cat4_Transport,1,-122.2,NA,0.61,0.4,large,1038.0,0.12,0.86
SUP-0833,2024-08-23,Cat4_Transport,1,-116.3,APAC,0.76,0.09,large,1102.0,0.12,0.83
SUP-0834,2024-06-10,Cat6_Business_Travel,1,-59.9,EMEA,0.58,0.39,medium,761.0,0.255,0.83
SUP-0835,2025-10-08,Cat6_Business_Travel,0,10.6,NA,0.81,0.55,small,250.0,0.255,0.67
SUP-0836,2025-05-29,Cat1_Purchased_Goods,1,-55.6,NA,0.76,0.47,medium,879.0,2.5,0.8
SUP-0837,2024-12-16,Cat11_Use_of_Products,1,-31.5,EMEA,0.22,0.39,small,673.0,1.8,0.7
SUP-0838,2025-04-04,Cat6_Business_Travel,0,3.1,EU,0.73,0.26,medium,450.0,0.255,0.81
SUP-0839,2024-07-14,Cat11_Use_of_Products,0,19.9,APAC,0.58,0.33,small,730.0,1.8,0.78
SUP-0840,2024-12-27,Cat1_Purchased_Goods,1,-155.7,EU,0.44,0.35,large,1157.0,2.5,0.79
SUP-0841,2025-05-08,Cat4_Transport,1,-82.8,EMEA,0.51,0.23,medium,706.0,0.12,0.82
SUP-0842,2025-09-27,Cat6_Business_Travel,1,-120.6,EU,0.47,0.41,large,967.0,0.255,0.82
SUP-0843,2025-12-23,Cat1_Purchased_Goods,0,-10.4,NA,0.45,0.22,small,301.0,2.5,0.74
SUP-0844,2025-07-21,Cat4_Transport,0,6.1,NA,0.58,0.3,small,495.0,0.12,0.77
SUP-0845,2024-02-13,Cat6_Business_Travel,0,28.1,APAC,0.59,0.31,medium,921.0,0.255,0.87
SUP-0846,2024-03-09,Cat11_Use_of_Products,1,-99.9,EMEA,0.53,0.5,large,1059.0,1.8,0.9
SUP-0847,2024-10-08,Cat1_Purchased_Goods,0,19.5,APAC,0.47,0.1,large,1162.0,2.5,0.88
SUP-0848,2025-11-23,Cat11_Use_of_Products,0,36.5,APAC,0.49,0.25,large,907.0,1.8,0.74
SUP-0849,2025-08-04,Cat11_Use_of_Products,0,-11.2,LATAM,0.43,0.12,small,390.0,1.8,0.69
SUP-0850,2024-08-08,Cat1_Purchased_Goods,0,9.9,APAC,0.53,0.39,large,1397.0,2.5,0.93
SUP-0851,2024-06-29,Cat4_Transport,1,-68.6,NA,0.69,0.29,medium,760.0,0.12,0.95
SUP-0852,2025-11-29,Cat6_Business_Travel,1,-166.5,EU,0.61,0.29,large,1292.0,0.255,0.97
SUP-0853,2025-07-18,Cat6_Business_Travel,1,-56.5,LATAM,0.72,0.17,medium,781.0,0.255,0.79
SUP-0854,2024-02-18,Cat6_Business_Travel,1,-134.2,EU,0.62,0.47,large,1024.0,0.255,0.92
SUP-0855,2025-09-04,Cat4_Transport,0,3.5,APAC,0.74,0.16,small,369.0,0.12,0.64
SUP-0856,2025-12-23,Cat4_Transport,0,-3.4,APAC,0.52,0.08,small,270.0,0.12,0.68
SUP-0857,2024-12-10,Cat1_Purchased_Goods,0,-4.0,APAC,0.69,0.21,small,187.0,2.5,0.78
SUP-0858,2025-10-07,Cat4_Transport,1,-89.7,APAC,0.83,0.34,large,833.0,0.12,0.78
SUP-0859,2025-03-02,Cat1_Purchased_Goods,0,-4.7,APAC,0.76,0.14,small,461.0,2.5,0.66
SUP-0860,2024-01-13,Cat6_Business_Travel,1,-126.4,EU,0.43,0.7,large,923.0,0.255,0.94
SUP-0861,2024-02-29,Cat1_Purchased_Goods,1,-104.1,APAC,0.51,0.49,large,1056.0,2.5,0.91
SUP-0862,2024-01-30,Cat4_Transport,1,-97.3,EMEA,0.28,0.43,large,1019.0,0.12,0.85
SUP-0863,2024-06-23,Cat1_Purchased_Goods,1,-1.4,APAC,0.54,0.28,small,353.0,2.5,0.81
SUP-0864,2024-08-26,Cat4_Transport,0,1.7,NA,0.2,0.42,small,337.0,0.12,0.8
SUP-0865,2024-01-12,Cat1_Purchased_Goods,0,2.8,APAC,0.5,0.27,large,1118.0,2.5,0.9
SUP-0866,2025-12-21,Cat4_Transport,0,-8.7,APAC,0.87,0.06,small,436.0,0.12,0.64
SUP-0867,2024-02-22,Cat11_Use_of_Products,0,-2.6,NA,0.53,0.22,medium,768.0,1.8,0.85
SUP-0868,2024-10-15,Cat6_Business_Travel,1,-81.7,NA,0.53,0.29,medium,713.0,0.255,0.73
SUP-0869,2024-07-09,Cat4_Transport,1,-76.3,NA,0.45,0.5,medium,643.0,0.12,0.88
SUP-0870,2025-09-09,Cat11_Use_of_Products,1,-54.0,APAC,0.53,0.05,medium,731.0,1.8,0.8
SUP-0871,2025-11-10,Cat11_Use_of_Products,0,20.8,APAC,0.54,0.19,medium,740.0,1.8,0.7
SUP-0872,2024-07-27,Cat11_Use_of_Products,0,1.2,NA,0.45,0.26,small,144.0,1.8,0.86
SUP-0873,2024-04-18,Cat6_Business_Travel,0,-23.3,APAC,0.38,0.17,small,361.0,0.255,0.78
SUP-0874,2025-01-10,Cat4_Transport,0,11.1,EU,0.71,0.18,large,1001.0,0.12,0.86
SUP-0875,2024-02-14,Cat1_Purchased_Goods,0,8.6,EU,0.66,0.47,large,1095.0,2.5,0.87
SUP-0876,2025-03-06,Cat1_Purchased_Goods,0,4.4,APAC,0.64,0.07,large,1304.0,2.5,0.8
SUP-0877,2025-07-10,Cat11_Use_of_Products,1,-35.6,NA,0.59,0.31,small,555.0,1.8,0.55
SUP-0878,2024-07-20,Cat1_Purchased_Goods,0,43.9,EU,0.56,0.58,medium,878.0,2.5,0.95
SUP-0879,2024-10-06,Cat1_Purchased_Goods,1,-102.7,APAC,0.77,0.31,large,1069.0,2.5,0.82
SUP-0880,2024-08-20,Cat1_Purchased_Goods,0,-19.9,APAC,0.33,0.41,small,641.0,2.5,0.8
SUP-0881,2025-04-14,Cat11_Use_of_Products,1,-79.9,NA,0.6,0.26,medium,901.0,1.8,0.81
SUP-0882,2025-05-19,Cat11_Use_of_Products,0,-1.3,EMEA,0.45,0.28,small,100.0,1.8,0.77
SUP-0883,2025-02-13,Cat6_Business_Travel,0,10.7,APAC,0.81,0.27,small,289.0,0.255,0.68
SUP-0884,2025-01-29,Cat11_Use_of_Products,1,-71.2,EMEA,0.6,0.42,medium,527.0,1.8,0.82
SUP-0885,2024-01-06,Cat1_Purchased_Goods,0,15.2,EU,0.74,0.54,small,224.0,2.5,0.88
SUP-0886,2025-09-13,Cat4_Transport,0,3.4,EU,0.63,0.25,medium,544.0,0.12,0.81
SUP-0887,2024-10-01,Cat1_Purchased_Goods,1,-72.1,APAC,0.75,0.08,medium,627.0,2.5,0.86
SUP-0888,2024-10-24,Cat4_Transport,0,22.1,NA,0.79,0.4,medium,499.0,0.12,0.79
SUP-0889,2025-06-12,Cat11_Use_of_Products,0,-1.3,EU,0.69,0.3,medium,678.0,1.8,0.83
SUP-0890,2025-09-20,Cat4_Transport,1,-121.4,NA,0.6,0.55,large,1125.0,0.12,0.9
SUP-0891,2024-04-18,Cat6_Business_Travel,1,-40.2,EU,0.56,0.46,small,270.0,0.255,0.82
SUP-0892,2025-04-24,Cat4_Transport,0,25.7,EU,0.62,0.32,small,513.0,0.12,0.72
SUP-0893,2025-10-05,Cat4_Transport,0,2.8,APAC,0.44,0.15,medium,790.0,0.12,0.73
SUP-0894,2025-06-22,Cat6_Business_Travel,0,-6.7,NA,0.54,0.45,large,1100.0,0.255,0.82
SUP-0895,2025-02-06,Cat4_Transport,1,-112.9,EMEA,0.35,0.2,large,1269.0,0.12,0.76
SUP-0896,2025-05-31,Cat1_Purchased_Goods,0,9.9,EMEA,0.67,0.45,small,356.0,2.5,0.7
SUP-0897,2025-01-07,Cat4_Transport,0,5.3,LATAM,0.93,0.31,medium,752.0,0.12,0.72
SUP-0898,2024-02-16,Cat4_Transport,1,-129.0,EMEA,0.53,0.15,large,960.0,0.12,0.98
SUP-0899,2025-07-02,Cat1_Purchased_Goods,1,-162.1,EU,0.62,0.23,large,1299.0,2.5,0.77
SUP-0900,2025-04-05,Cat6_Business_Travel,0,20.0,APAC,0.84,0.28,medium,777.0,0.255,0.79
SUP-0901,2024-05-20,Cat1_Purchased_Goods,1,-102.6,EMEA,0.76,0.23,large,960.0,2.5,0.94
SUP-0902,2024-03-20,Cat4_Transport,1,-68.1,LATAM,0.55,0.23,large,1171.0,0.12,0.97
SUP-0903,2024-02-01,Cat1_Purchased_Goods,1,-127.4,NA,0.7,0.32,large,1078.0,2.5,0.98
SUP-0904,2024-03-18,Cat1_Purchased_Goods,0,15.0,EU,0.53,0.48,small,148.0,2.5,0.79
SUP-0905,2025-10-29,Cat6_Business_Travel,0,20.6,APAC,0.7,0.05,medium,710.0,0.255,0.71
SUP-0906,2025-04-17,Cat6_Business_Travel,1,-108.1,APAC,0.47,0.11,large,950.0,0.255,0.86
SUP-0907,2025-02-13,Cat6_Business_Travel,0,11.0,APAC,0.32,0.18,medium,274.0,0.255,0.78
SUP-0908,2025-12-23,Cat4_Transport,1,-42.8,APAC,0.95,0.46,medium,626.0,0.12,0.64
SUP-0909,2024-03-15,Cat11_Use_of_Products,1,-113.4,APAC,0.7,0.31,large,1160.0,1.8,0.85
SUP-0910,2025-04-15,Cat6_Business_Travel,0,13.8,EU,0.59,0.29,medium,789.0,0.255,0.75
SUP-0911,2024-04-12,Cat4_Transport,0,-11.2,APAC,0.57,0.27,medium,877.0,0.12,0.86
SUP-0912,2024-07-01,Cat11_Use_of_Products,0,0.8,APAC,0.57,0.19,small,462.0,1.8,0.86
SUP-0913,2024-10-28,Cat1_Purchased_Goods,1,-70.7,NA,0.56,0.3,medium,941.0,2.5,0.88
SUP-0914,2025-02-09,Cat11_Use_of_Products,0,-3.5,NA,0.62,0.48,medium,793.0,1.8,0.83
SUP-0915,2024-11-16,Cat6_Business_Travel,1,-81.3,EU,0.4,0.52,medium,701.0,0.255,0.86
SUP-0916,2025-10-06,Cat1_Purchased_Goods,1,-44.0,APAC,0.52,0.46,medium,541.0,2.5,0.83
SUP-0917,2024-06-21,Cat6_Business_Travel,0,11.0,APAC,0.75,0.25,medium,825.0,0.255,0.9
SUP-0918,2024-01-14,Cat4_Transport,1,-39.8,NA,0.88,0.4,small,565.0,0.12,0.86
SUP-0919,2024-04-04,Cat6_Business_Travel,1,-87.0,EU,0.82,0.39,medium,564.0,0.255,0.82
SUP-0920,2024-05-03,Cat11_Use_of_Products,1,-105.0,APAC,0.52,0.12,large,864.0,1.8,0.9
SUP-0921,2025-02-10,Cat1_Purchased_Goods,1,-89.4,NA,0.61,0.14,medium,1070.0,2.5,0.78
SUP-0922,2025-10-20,Cat4_Transport,0,5.3,NA,0.42,0.39,small,521.0,0.12,0.73
SUP-0923,2024-12-28,Cat4_Transport,1,-149.2,EU,0.65,0.58,large,1307.0,0.12,0.98
SUP-0924,2025-04-28,Cat11_Use_of_Products,0,-7.2,APAC,0.63,0.12,medium,631.0,1.8,0.78
SUP-0925,2025-08-12,Cat11_Use_of_Products,1,-115.4,EMEA,0.59,0.5,large,1241.0,1.8,0.66
SUP-0926,2025-12-28,Cat1_Purchased_Goods,0,18.8,LATAM,0.57,0.32,medium,747.0,2.5,0.62
SUP-0927,2025-01-13,Cat4_Transport,1,-111.3,EU,0.76,0.43,medium,615.0,0.12,0.75
SUP-0928,2025-03-12,Cat4_Transport,1,-75.5,APAC,0.3,0.37,medium,431.0,0.12,0.73
SUP-0929,2024-02-16,Cat1_Purchased_Goods,1,-36.4,EMEA,0.38,0.46,small,511.0,2.5,0.82
SUP-0930,2025-07-08,Cat6_Business_Travel,0,14.4,APAC,0.46,0.09,large,1223.0,0.255,0.83
SUP-0931,2025-08-06,Cat1_Purchased_Goods,0,4.3,LATAM,0.63,0.31,small,388.0,2.5,0.68
SUP-0932,2024-03-17,Cat4_Transport,1,-80.7,EMEA,0.47,0.23,medium,778.0,0.12,0.84
SUP-0933,2025-01-03,Cat1_Purchased_Goods,0,19.4,LATAM,0.29,0.32,small,737.0,2.5,0.7
SUP-0934,2025-03-03,Cat11_Use_of_Products,1,-66.7,LATAM,0.34,0.28,medium,753.0,1.8,0.78
SUP-0935,2024-01-13,Cat1_Purchased_Goods,1,-85.6,LATAM,0.63,0.37,large,1022.0,2.5,0.91
SUP-0936,2025-06-08,Cat11_Use_of_Products,1,-72.1,APAC,0.5,0.19,medium,341.0,1.8,0.79
SUP-0937,2025-10-06,Cat4_Transport,0,22.1,APAC,0.62,0.19,small,392.0,0.12,0.7
SUP-0938,2025-02-12,Cat4_Transport,1,-58.2,EU,0.48,0.46,small,436.0,0.12,0.8
