supplier_id,supplier_region,supplier_tier,operational_maturity,inventory_days,climate_stress_index,disruption_risk_percent
SUP-1251,NAM,Tier 3,20.0,29.4,4.48,13.52
SUP-1252,EMEA,Tier 3,59.0,6.9,5.35,2.05
SUP-1253,NAM,Tier 3,46.2,7.9,5.43,15.13
SUP-1254,NAM,Tier 3,45.2,8.7,4.29,6.58
SUP-1255,APAC,Tier 2,28.3,76.7,6.45,18.02
SUP-1256,NAM,Tier 3,41.4,9.1,4.93,20.91
SUP-1257,EMEA,Tier 2,69.0,10.8,6.18,3.06
SUP-1258,APAC,Tier 2,51.3,20.4,3.17,1.52
SUP-1259,EMEA,Tier 3,39.1,25.2,6.67,21.33
SUP-1260,APAC,Tier 2,70.7,22.6,5.34,10.86
SUP-1261,EMEA,Tier 2,63.9,19.4,2.8,0.0
SUP-1262,APAC,Tier 1,54.3,15.4,9.07,13.54
SUP-1263,APAC,Tier 3,47.9,40.2,7.12,31.19
SUP-1264,APAC,Tier 2,29.3,15.0,4.71,8.35
SUP-1265,APAC,Tier 3,33.1,6.4,3.59,18.18
SUP-1266,APAC,Tier 1,83.4,48.3,3.97,0.0
SUP-1267,APAC,Tier 3,22.4,33.8,9.63,53.27
SUP-1268,EMEA,Tier 1,82.3,32.0,3.41,0.0
SUP-1269,APAC,Tier 2,92.1,26.3,8.8,11.79
SUP-1270,LATAM,Tier 1,36.7,28.3,2.66,2.78
SUP-1271,LATAM,Tier 2,35.5,53.4,7.4,22.82
SUP-1272,NAM,Tier 3,55.3,11.7,3.16,7.18
SUP-1273,NAM,Tier 1,88.0,15.5,5.78,0.0
SUP-1274,EMEA,Tier 2,78.1,40.1,6.94,0.0
SUP-1275,APAC,Tier 2,46.8,16.9,3.77,5.53
SUP-1276,EMEA,Tier 2,49.4,10.2,1.19,0.0
SUP-1277,APAC,Tier 2,72.8,9.6,1.57,0.0
SUP-1278,NAM,Tier 2,84.9,29.6,7.67,1.24
SUP-1279,EMEA,Tier 3,34.2,7.9,0.81,0.0
SUP-1280,NAM,Tier 2,61.6,20.3,2.5,0.0
SUP-1281,EMEA,Tier 2,61.9,22.6,2.64,0.0
SUP-1282,NAM,Tier 1,98.1,11.1,2.3,0.0
SUP-1283,EMEA,Tier 3,40.4,22.8,8.86,24.41
SUP-1284,LATAM,Tier 3,28.2,11.1,3.49,23.43
SUP-1285,APAC,Tier 1,70.5,30.7,4.26,0.0
SUP-1286,EMEA,Tier 2,84.0,48.0,4.31,0.0
SUP-1287,EMEA,Tier 2,54.3,14.8,4.62,5.79
SUP-1288,APAC,Tier 2,34.8,8.9,3.7,6.01
SUP-1289,APAC,Tier 2,67.7,85.4,4.04,0.0
SUP-1290,NAM,Tier 3,22.9,16.3,7.61,31.79
SUP-1291,APAC,Tier 1,59.9,7.2,3.01,0.0
SUP-1292,APAC,Tier 1,59.2,9.7,3.25,0.0
SUP-1293,EMEA,Tier 2,54.9,50.8,4.64,0.0
SUP-1294,EMEA,Tier 1,52.5,10.9,3.08,0.0
SUP-1295,APAC,Tier 3,20.2,7.7,4.13,28.29
SUP-1296,NAM,Tier 3,61.0,21.7,1.43,0.0
SUP-1297,EMEA,Tier 1,20.0,27.1,4.66,3.54
SUP-1298,APAC,Tier 2,55.3,7.7,3.24,10.11
SUP-1299,APAC,Tier 2,52.9,101.6,7.26,20.09
SUP-1300,APAC,Tier 3,38.6,42.4,2.9,13.44
SUP-1301,EMEA,Tier 3,25.7,13.8,0.12,0.47
SUP-1302,NAM,Tier 3,39.5,26.0,5.41,10.46
SUP-1303,APAC,Tier 2,30.9,15.6,5.69,28.9
SUP-1304,LATAM,Tier 1,100.0,55.6,5.19,0.0
SUP-1305,LATAM,Tier 2,46.1,46.8,5.39,13.63
SUP-1306,APAC,Tier 1,69.1,5.6,7.15,5.51
SUP-1307,NAM,Tier 2,84.3,6.3,7.82,12.74
SUP-1308,APAC,Tier 3,49.8,5.3,7.5,30.54
SUP-1309,APAC,Tier 3,70.6,13.6,4.95,8.2
SUP-1310,APAC,Tier 2,34.0,5.7,9.68,43.46
SUP-1311,EMEA,Tier 3,36.3,29.0,2.54,0.74
SUP-1312,APAC,Tier 3,44.9,5.2,6.3,26.31
SUP-1313,APAC,Tier 1,57.4,62.4,6.93,4.55
SUP-1314,EMEA,Tier 3,69.1,25.3,6.51,14.53
SUP-1315,LATAM,Tier 3,76.3,35.0,4.38,5.76
SUP-1316,NAM,Tier 2,74.4,16.7,4.11,0.25
SUP-1317,NAM,Tier 3,83.5,40.2,4.62,0.0
SUP-1318,APAC,Tier 1,49.5,8.8,4.44,8.39
SUP-1319,EMEA,Tier 1,94.0,49.8,0.66,0.0
SUP-1320,APAC,Tier 2,66.5,35.4,4.67,0.0
SUP-1321,EMEA,Tier 1,78.3,21.6,1.26,0.0
SUP-1322,EMEA,Tier 3,60.8,11.1,4.45,0.0
SUP-1323,NAM,Tier 3,61.5,26.7,7.07,19.7
SUP-1324,APAC,Tier 1,73.5,11.4,3.62,0.0
SUP-1325,APAC,Tier 2,43.2,30.5,2.76,7.43
SUP-1326,EMEA,Tier 3,57.0,5.2,7.92,17.43
SUP-1327,LATAM,Tier 3,67.2,22.7,3.44,0.0
SUP-1328,APAC,Tier 2,57.1,8.6,1.73,3.42
SUP-1329,APAC,Tier 3,48.0,13.3,6.85,21.19
SUP-1330,APAC,Tier 3,31.8,6.8,2.69,4.21
SUP-1331,LATAM,Tier 2,68.2,12.3,0.27,0.0
SUP-1332,APAC,Tier 1,89.7,14.0,3.6,0.0
SUP-1333,EMEA,Tier 1,88.7,42.4,2.12,0.0
SUP-1334,NAM,Tier 2,47.8,15.1,3.91,5.65
SUP-1335,APAC,Tier 3,46.4,20.8,5.35,19.66
SUP-1336,APAC,Tier 3,39.1,10.0,6.53,32.96
SUP-1337,APAC,Tier 2,62.9,17.5,5.57,1.13
SUP-1338,NAM,Tier 1,74.6,16.0,4.95,0.0
SUP-1339,EMEA,Tier 3,49.5,33.8,2.05,0.0
SUP-1340,APAC,Tier 2,72.5,13.0,3.95,0.0
SUP-1341,LATAM,Tier 2,39.5,23.9,3.52,5.27
SUP-1342,APAC,Tier 3,61.3,11.8,5.58,24.27
SUP-1343,EMEA,Tier 2,26.6,30.2,2.97,0.32
SUP-1344,NAM,Tier 3,55.9,62.4,2.14,6.38
SUP-1345,APAC,Tier 2,81.1,17.9,5.82,5.35
SUP-1346,LATAM,Tier 3,43.8,26.4,6.98,27.71
SUP-1347,LATAM,Tier 2,68.0,23.4,5.28,5.46
SUP-1348,NAM,Tier 3,20.0,35.0,4.31,25.65
SUP-1349,APAC,Tier 2,64.6,24.2,2.92,0.0
SUP-1350,LATAM,Tier 2,46.1,13.8,8.11,16.89
SUP-1351,APAC,Tier 2,30.1,18.7,5.48,13.23
SUP-1352,NAM,Tier 1,72.4,26.5,5.32,0.0
SUP-1353,EMEA,Tier 3,42.1,14.2,3.29,6.4
SUP-1354,APAC,Tier 2,65.3,5.6,4.61,4.82
SUP-1355,NAM,Tier 2,49.7,37.0,3.76,0.17
SUP-1356,APAC,Tier 2,60.0,29.2,4.03,7.23
SUP-1357,NAM,Tier 3,59.0,38.7,5.44,18.22
SUP-1358,LATAM,Tier 2,46.2,59.0,9.9,30.42
SUP-1359,EMEA,Tier 3,32.8,22.5,3.51,4.73
SUP-1360,NAM,Tier 2,68.1,42.5,4.16,0.11
SUP-1361,APAC,Tier 3,81.4,57.4,7.31,18.9
SUP-1362,APAC,Tier 3,29.2,57.6,5.37,32.5
SUP-1363,APAC,Tier 1,65.0,7.1,9.43,14.61
SUP-1364,APAC,Tier 3,61.1,18.6,7.59,29.66
SUP-1365,APAC,Tier 1,82.9,12.4,5.74,0.0
SUP-1366,NAM,Tier 2,44.3,10.5,6.24,15.19
SUP-1367,NAM,Tier 2,46.1,19.1,6.04,17.76
SUP-1368,EMEA,Tier 1,54.2,8.2,1.86,0.0
SUP-1369,APAC,Tier 3,28.2,14.6,3.64,22.61
SUP-1370,APAC,Tier 2,64.5,30.6,5.26,10.17
SUP-1371,EMEA,Tier 2,77.1,10.0,9.69,17.02
SUP-1372,APAC,Tier 3,48.6,62.4,6.1,21.17
SUP-1373,APAC,Tier 3,38.0,19.1,4.3,19.01
SUP-1374,APAC,Tier 3,38.2,11.2,3.46,19.32
SUP-1375,APAC,Tier 3,30.7,7.1,4.49,27.51
SUP-1376,EMEA,Tier 3,49.6,24.2,3.34,0.0
SUP-1377,LATAM,Tier 3,40.7,9.7,7.12,29.36
SUP-1378,EMEA,Tier 3,70.9,14.8,2.86,0.0
SUP-1379,LATAM,Tier 2,36.6,17.4,5.94,27.81
SUP-1380,EMEA,Tier 3,53.6,26.1,4.59,10.56
SUP-1381,NAM,Tier 1,64.9,36.0,3.37,0.0
SUP-1382,LATAM,Tier 3,64.2,15.9,5.16,10.07
SUP-1383,APAC,Tier 2,41.8,37.8,6.26,24.52
SUP-1384,EMEA,Tier 1,68.4,28.8,3.43,0.0
SUP-1385,APAC,Tier 1,66.4,12.2,1.75,0.0
SUP-1386,APAC,Tier 3,41.6,17.4,6.3,31.16
SUP-1387,LATAM,Tier 2,56.0,31.0,4.96,5.55
SUP-1388,APAC,Tier 1,53.0,21.4,7.56,6.57
SUP-1389,APAC,Tier 2,47.2,20.3,5.58,6.92
SUP-1390,NAM,Tier 3,38.2,17.6,4.59,13.58
SUP-1391,APAC,Tier 2,44.6,19.6,5.68,19.31
SUP-1392,APAC,Tier 2,66.6,16.3,4.53,5.76
SUP-1393,NAM,Tier 3,51.1,11.9,1.89,0.0
SUP-1394,EMEA,Tier 2,45.7,17.9,1.1,0.0
SUP-1395,APAC,Tier 2,72.7,24.7,4.85,0.87
SUP-1396,LATAM,Tier 2,69.2,26.8,4.39,7.03
SUP-1397,NAM,Tier 3,28.3,18.4,0.0,0.0
SUP-1398,APAC,Tier 3,41.6,55.1,6.09,22.94
SUP-1399,NAM,Tier 1,79.3,11.9,6.46,0.0
SUP-1400,LATAM,Tier 3,41.0,18.9,3.45,9.48
SUP-1401,NAM,Tier 3,39.4,17.5,0.0,0.0
SUP-1402,LATAM,Tier 2,80.9,21.3,5.24,0.34
SUP-1403,APAC,Tier 1,79.8,23.8,3.9,0.0
SUP-1404,APAC,Tier 2,58.3,24.6,4.57,5.08
SUP-1405,EMEA,Tier 2,34.5,15.1,5.77,4.36
SUP-1406,LATAM,Tier 3,43.9,49.3,3.42,6.42
SUP-1407,EMEA,Tier 2,63.8,16.6,6.32,8.3
SUP-1408,NAM,Tier 3,37.1,13.6,1.85,0.0
SUP-1409,NAM,Tier 1,64.3,5.7,5.22,0.0
SUP-1410,NAM,Tier 3,56.9,25.7,6.7,26.04
SUP-1411,APAC,Tier 3,45.7,6.5,6.18,36.88
SUP-1412,APAC,Tier 2,67.8,18.7,6.03,8.27
SUP-1413,NAM,Tier 1,87.9,6.1,0.93,0.0
SUP-1414,EMEA,Tier 3,50.4,8.1,0.36,0.0
SUP-1415,APAC,Tier 2,62.3,36.3,3.33,0.0
SUP-1416,EMEA,Tier 2,44.0,18.8,1.0,0.0
SUP-1417,APAC,Tier 1,58.9,34.6,7.88,12.6
SUP-1418,EMEA,Tier 2,64.9,29.1,2.15,0.0
SUP-1419,NAM,Tier 3,41.5,44.4,4.79,11.97
SUP-1420,EMEA,Tier 1,58.7,14.9,3.6,0.0
SUP-1421,APAC,Tier 3,66.5,46.1,5.24,9.92
SUP-1422,NAM,Tier 3,49.6,11.7,2.54,0.16
SUP-1423,NAM,Tier 2,49.9,18.9,2.38,0.0
SUP-1424,APAC,Tier 3,47.4,22.8,8.49,35.66
SUP-1425,NAM,Tier 2,41.4,10.1,9.44,29.37
SUP-1426,LATAM,Tier 1,86.5,21.4,5.98,0.0
SUP-1427,NAM,Tier 2,41.7,32.3,5.93,14.07
SUP-1428,APAC,Tier 3,28.5,15.2,4.78,26.04
SUP-1429,NAM,Tier 2,56.6,13.0,3.11,0.0
SUP-1430,APAC,Tier 3,20.0,11.7,9.59,50.35
SUP-1431,EMEA,Tier 3,22.3,16.5,5.97,20.89
SUP-1432,APAC,Tier 3,56.4,20.2,3.82,11.34
SUP-1433,NAM,Tier 3,54.4,37.2,1.94,0.0
SUP-1434,NAM,Tier 2,66.2,9.2,0.0,0.0
SUP-1435,NAM,Tier 2,64.4,18.8,2.6,0.0
SUP-1436,NAM,Tier 3,41.8,30.0,7.08,19.25
SUP-1437,LATAM,Tier 3,51.3,9.6,4.53,13.2
SUP-1438,NAM,Tier 3,67.4,32.4,3.68,6.74
SUP-1439,NAM,Tier 2,68.5,25.3,4.89,3.45
SUP-1440,APAC,Tier 3,35.1,5.7,7.49,37.39
SUP-1441,NAM,Tier 2,63.2,34.3,2.55,0.0
SUP-1442,NAM,Tier 3,50.0,56.9,1.33,0.0
SUP-1443,EMEA,Tier 3,26.6,9.0,2.37,12.11
SUP-1444,NAM,Tier 2,52.4,20.4,6.88,3.83
SUP-1445,APAC,Tier 3,64.9,60.6,8.59,33.76
SUP-1446,NAM,Tier 2,48.9,10.8,4.0,1.49
SUP-1447,APAC,Tier 2,55.2,22.0,5.92,16.15
SUP-1448,APAC,Tier 3,35.5,7.8,6.7,36.46
SUP-1449,EMEA,Tier 3,73.3,24.6,3.84,0.0
SUP-1450,NAM,Tier 3,57.2,68.0,2.55,0.0
SUP-1451,APAC,Tier 2,79.5,13.7,8.13,20.27
SUP-1452,EMEA,Tier 1,92.0,17.9,3.74,0.0
SUP-1453,EMEA,Tier 2,58.1,50.2,3.22,0.0
SUP-1454,EMEA,Tier 3,60.6,7.5,1.76,0.0
SUP-1455,APAC,Tier 3,40.6,19.0,5.89,25.99
SUP-1456,NAM,Tier 3,44.1,6.6,6.26,10.5
SUP-1457,NAM,Tier 3,55.3,19.7,1.32,0.0
SUP-1458,LATAM,Tier 1,72.2,11.1,1.33,0.0
SUP-1459,NAM,Tier 1,50.1,14.3,4.86,8.91
SUP-1460,APAC,Tier 3,53.7,6.1,5.14,22.35
SUP-1461,EMEA,Tier 1,74.8,12.0,2.9,0.0
SUP-1462,EMEA,Tier 3,37.6,30.3,4.37,14.53
SUP-1463,NAM,Tier 1,77.6,14.3,4.38,0.0
SUP-1464,LATAM,Tier 2,64.6,7.0,4.46,0.0
SUP-1465,LATAM,Tier 1,100.0,9.8,4.87,0.0
SUP-1466,APAC,Tier 3,68.9,20.2,8.43,31.71
SUP-1467,LATAM,Tier 3,31.9,49.8,3.7,10.9
SUP-1468,APAC,Tier 3,50.4,60.8,6.58,18.58
SUP-1469,APAC,Tier 2,69.5,11.3,0.0,0.0
SUP-1470,APAC,Tier 3,23.8,8.6,4.21,28.19
SUP-1471,EMEA,Tier 3,33.1,10.3,6.85,33.42
SUP-1472,APAC,Tier 2,97.4,30.1,4.79,0.0
SUP-1473,NAM,Tier 1,63.0,79.7,1.36,0.0
SUP-1474,APAC,Tier 3,47.1,13.7,6.45,19.54
SUP-1475,LATAM,Tier 3,58.3,21.3,2.61,0.0
SUP-1476,NAM,Tier 3,20.0,17.7,2.9,9.41
SUP-1477,LATAM,Tier 3,47.4,63.6,2.32,0.0
SUP-1478,APAC,Tier 2,60.8,17.9,3.15,5.27
SUP-1479,EMEA,Tier 3,55.3,31.1,3.38,2.81
SUP-1480,APAC,Tier 1,65.9,8.9,4.59,0.22
SUP-1481,EMEA,Tier 1,81.5,88.8,1.29,0.0
SUP-1482,LATAM,Tier 2,41.4,56.0,5.28,9.68
SUP-1483,APAC,Tier 3,37.5,24.3,5.15,28.58
SUP-1484,LATAM,Tier 2,21.7,16.9,9.84,40.36
SUP-1485,APAC,Tier 2,78.0,5.8,2.61,0.0
SUP-1486,NAM,Tier 3,61.8,19.0,5.61,12.91
SUP-1487,APAC,Tier 3,62.3,11.4,4.96,7.43
SUP-1488,NAM,Tier 3,65.3,26.3,8.2,18.29
SUP-1489,EMEA,Tier 3,45.0,15.8,2.24,3.05
SUP-1490,NAM,Tier 1,85.5,40.2,3.24,0.0
SUP-1491,EMEA,Tier 2,28.6,8.7,3.96,10.23
SUP-1492,LATAM,Tier 2,40.2,11.1,6.45,9.7
SUP-1493,NAM,Tier 2,57.0,5.7,3.85,10.36
SUP-1494,NAM,Tier 1,73.6,7.0,2.32,0.0
SUP-1495,EMEA,Tier 1,65.6,39.4,6.22,0.0
SUP-1496,EMEA,Tier 3,34.4,5.8,8.22,34.48
SUP-1497,APAC,Tier 1,98.9,17.7,5.16,0.0
SUP-1498,EMEA,Tier 3,46.5,44.0,6.8,21.69
SUP-1499,NAM,Tier 2,51.3,6.1,3.25,7.11
